Order Date,Order Time,User,Merchant,Order Status,Merchant Response (min),Order Value ($),Zone,Ritual Estimated Prep Time (min),Response Time (min:sec)
9/3/2015,11:15 AM,Steven Edmunds,The Tropical Heaven,ACCEPTED,25,16.95,C,30,2:14
9/3/2015,11:24 AM,Heather Burgess,The Tropical Heaven,ACCEPTED,25,16.95,C,30,0:48
9/3/2015,11:53 AM,Sue Anderson,Simmer Down,ACCEPTED,15,16.95,E,15,0:08
9/3/2015,10:32 AM,Tracey Young,The Silk Elephant,ACCEPTED,15,16.93,D,20,3:13
9/3/2015,10:55 AM,Christopher Butler,Maze,ACCEPTED,10,16.9,C,15,0:07
9/3/2015,1:26 PM,Ryan Wallace,The Peacock,ACCEPTED,10,16.89,C,10,1:41
9/3/2015,4:06 PM,Benjamin Clark,Simmer Down,ACCEPTED,10,16.89,E,15,1:41
9/3/2015,11:52 AM,Christian Walker,The Vintage Blossom,ACCEPTED,20,16.89,C,20,0:35
9/3/2015,2:11 PM,Luke Peters,Harlequin,ACCEPTED,15,16.89,D,10,0:26
9/3/2015,12:04 PM,Brandon Churchill,Harlequin,ACCEPTED,10,16.89,D,10,0:22
9/3/2015,12:00 PM,Brandon Black,The Delhi Vaults,ACCEPTED,15,16.89,C,15,0:18
9/3/2015,11:35 AM,Oliver Wright,The Shining Gate,ACCEPTED,10,16.85,C,15,0:05
9/3/2015,1:01 PM,Paul Henderson,The Delhi Vaults,ACCEPTED,15,16.84,C,10,0:37
9/3/2015,10:43 AM,Matt Hodges,Veil,ACCEPTED,15,16.84,D,10,0:28
9/3/2015,12:25 PM,Leonard Ellison,Karma,REJECTED,NA,16.52,C,5,0:28
9/3/2015,11:27 AM,David Rees,The Greek Vine,ACCEPTED,10,16.39,C,15,3:56
9/3/2015,10:49 AM,Colin Miller,Simmer Down,ACCEPTED,20,16.39,E,15,0:19
9/3/2015,11:42 AM,Boris Wright,The Cool Cat Cow,ACCEPTED,20,16.18,C,10,1:08
9/3/2015,11:06 AM,Jasmine Langdon,The Tropical Heaven,ACCEPTED,25,16.1,C,30,7:54
9/3/2015,11:08 AM,Alexander Baker,The Tropical Heaven,ACCEPTED,20,16.1,C,30,6:52
9/3/2015,10:59 AM,Victor McLean,The Chili Clove,ACCEPTED,20,16.1,C,10,6:31
9/3/2015,10:46 AM,Jasmine Langdon,The Tropical Heaven,ACCEPTED,20,16.1,C,30,2:20
9/3/2015,9:19 AM,Anne Abraham,The Southern Ship,REJECTED,NA,16,A,10,1:11
9/3/2015,11:25 AM,Donna Duncan,The Pink Knight,ACCEPTED,15,15.82,E,15,7:34
9/3/2015,11:38 AM,Elizabeth Mathis,The Peacock,ACCEPTED,10,15.82,C,15,3:12
9/3/2015,11:56 AM,Joanne McDonald,Amigos,ACCEPTED,5,15.82,C,15,2:48
9/3/2015,11:53 AM,Natalie Randall,Trilogy,ACCEPTED,15,15.82,D,15,2:32
9/3/2015,10:57 AM,Boris Skinner,Amigos,ACCEPTED,10,15.82,C,10,2:14
9/3/2015,10:58 AM,Michael Murray,Amigos,ACCEPTED,15,15.82,C,10,1:33
9/3/2015,11:24 AM,Adam Forsyth,The Peacock,ACCEPTED,15,15.82,C,15,1:13
9/3/2015,11:24 AM,Kimberly Walsh,The Peacock,ACCEPTED,10,15.82,C,15,1:02
9/3/2015,11:23 AM,Frank Clarkson,The Chili Clove,ACCEPTED,20,15.82,C,10,0:54
9/3/2015,10:49 AM,Katherine Hunter,The River Demon,ACCEPTED,15,15.82,C,15,0:42
9/3/2015,11:36 AM,Phil Avery,Amigos,ACCEPTED,15,15.82,C,10,0:36
9/3/2015,11:54 AM,Angela Metcalfe,Amigos,ACCEPTED,15,15.82,C,10,0:14
9/3/2015,11:04 AM,Megan Young,Amigos,ACCEPTED,15,15.81,C,15,0:36
9/3/2015,11:03 AM,Molly Underwood,The Northern Salmon,ACCEPTED,10,15.81,C,15,0:29
9/3/2015,11:37 AM,Chloe North,The Nifty Lobster,ACCEPTED,10,15.8,D,15,2:02
9/3/2015,11:01 AM,Gabrielle Burgess,Aurora,ACCEPTED,5,15.8,C,5,0:27
9/3/2015,11:49 AM,Harry Knox,Harlequin,ACCEPTED,20,15.76,D,10,1:45
9/3/2015,11:18 AM,Nicholas Simpson,The River Demon,ACCEPTED,20,15.76,C,15,1:26
9/3/2015,5:25 PM,Carl James,The Delhi Vaults,ACCEPTED,10,15.76,C,10,1:17
9/3/2015,10:54 AM,Stewart Rampling,The River Demon,ACCEPTED,15,15.76,C,15,0:37
9/3/2015,4:49 PM,Kylie Henderson,The River Demon,ACCEPTED,15,15.76,C,15,0:25
9/3/2015,11:42 AM,Joshua Wallace,The Chocolate Drum,ACCEPTED,10,15.51,E,15,0:22
9/3/2015,11:10 AM,Blake Davidson,Maze,ACCEPTED,10,15.36,C,15,0:12
9/3/2015,10:35 AM,Lily Vance,Maze,ACCEPTED,10,15.36,C,15,0:09
9/3/2015,11:50 AM,Lillian Parr,The Juniper Eats,ACCEPTED,20,15.26,C,30,0:19
9/3/2015,10:51 AM,Rebecca Walker,Maximus,ACCEPTED,15,15.26,C,5,0:17
9/3/2015,11:41 AM,Kevin Bell,The Northern Salmon,ACCEPTED,15,15.24,C,15,0:44
9/3/2015,12:47 PM,Simon Hart,Lily,ACCEPTED,15,15.2,C,15,0:42
9/3/2015,11:41 AM,Nicholas Randall,Maze,ACCEPTED,10,15.18,C,15,0:21
9/3/2015,11:50 AM,Samantha Wilkins,Fabled,ACCEPTED,10,15.14,C,15,1:44
9/3/2015,12:29 PM,Leonard Ellison,Karma,REJECTED,NA,15.12,C,5,1:01
9/3/2015,3:49 PM,Anne Abraham,The Abacus Room,REJECTED,NA,15.12,G,5,0:26
9/3/2015,11:19 AM,Olivia White,The Tropical Heaven,ACCEPTED,25,14.97,C,30,3:41
9/3/2015,10:32 AM,Katherine Lawrence,The Vine,ACCEPTED,20,14.92,C,20,0:10
9/3/2015,12:30 PM,Alison Graham,The Boar,ACCEPTED,10,14.91,C,10,0:36
9/3/2015,12:44 PM,Lisa Davies,The Cool Cat Cow,ACCEPTED,10,14.85,C,10,3:11
9/3/2015,10:55 AM,Jane McDonald,Charm,ACCEPTED,20,14.85,C,20,0:56
9/3/2015,6:01 PM,Abigail Forsyth,Veil,ACCEPTED,10,14.85,D,10,0:25
9/3/2015,11:24 AM,Justin Forsyth,The Pink Knight,ACCEPTED,10,14.69,E,15,7:42
9/3/2015,11:38 AM,Jake Blake,The Vine,ACCEPTED,NA,14.69,C,35,1:29
9/3/2015,2:37 PM,Luke Peters,Trilogy,ACCEPTED,15,14.69,D,15,0:56
9/3/2015,12:13 PM,Samantha Payne,The Tropical Heaven,ACCEPTED,30,14.69,C,30,0:44
9/3/2015,11:22 AM,Christian Brown,The Pink Knight,ACCEPTED,15,14.69,E,15,0:34
9/3/2015,5:13 PM,Cameron Hughes,The Vintage Blossom,ACCEPTED,10,14.69,C,15,0:09
9/3/2015,10:42 AM,Amelia Murray,The Aroma Cuisine,ACCEPTED,5,14.69,E,10,0:07
9/3/2015,12:28 PM,Anthony Alsop,The Vine,ACCEPTED,25,14.69,C,20,0:07
9/3/2015,11:15 AM,Victoria Smith,The Silk Elephant,ACCEPTED,15,14.68,D,20,1:34
9/3/2015,11:10 AM,Evan Short,The Northern Salmon,ACCEPTED,15,14.68,C,15,1:05
9/3/2015,1:21 PM,Oliver Harris,The Northern Salmon,ACCEPTED,10,14.68,C,15,0:46
9/3/2015,12:31 PM,Irene Glover,Amigos,ACCEPTED,15,14.68,C,15,0:43
9/3/2015,11:03 AM,Julia Payne,Aurora,ACCEPTED,5,14.67,C,5,0:17
9/3/2015,10:39 AM,Cameron Clark,Charm,ACCEPTED,15,14.63,C,15,2:01
9/3/2015,11:18 AM,David Sharp,The River Demon,ACCEPTED,15,14.63,C,15,1:48
9/3/2015,11:11 AM,Trevor Carr,The Delhi Vaults,ACCEPTED,15,14.63,C,15,1:35
9/3/2015,11:03 AM,Michelle Lawrence,The Comet Cow,ACCEPTED,10,14.63,C,10,1:34
9/3/2015,11:10 AM,Theresa Murray,Charm,ACCEPTED,15,14.63,C,30,1:32
9/3/2015,10:53 AM,Benjamin Nash,Charm,ACCEPTED,20,14.63,C,20,1:14
9/3/2015,2:09 PM,Isaac Ferguson,The Delhi Vaults,ACCEPTED,10,14.63,C,10,1:06
9/3/2015,4:17 PM,Irene Hemmings,The Delhi Vaults,ACCEPTED,10,14.63,C,10,1:05
9/3/2015,2:05 PM,Bella Davies,The Delhi Vaults,ACCEPTED,10,14.63,C,10,0:43
9/3/2015,2:51 PM,Victoria Anderson,The Delhi Vaults,ACCEPTED,10,14.63,C,10,0:43
9/3/2015,10:27 AM,Isaac Thomson,Lily,ACCEPTED,10,14.63,C,10,0:37
9/3/2015,11:09 AM,Joseph Mackenzie,Lily,ACCEPTED,15,14.63,C,10,0:07
9/3/2015,11:32 AM,Elizabeth Bower,The Silk Beehive,ACCEPTED,0,14.62,C,10,1:31
9/3/2015,11:33 AM,Gordon Randall,The Jazz Laguna,ACCEPTED,25,14.51,C,30,2:19
9/3/2015,6:30 PM,Anna Martin,The Jazz Laguna,ACCEPTED,20,14.5,C,15,2:19
9/3/2015,11:15 AM,Wendy Russell,Amigos,ACCEPTED,20,14.44,C,15,0:29
9/3/2015,12:15 PM,Tracey Gray,The Aroma Cuisine,ACCEPTED,5,14.41,E,10,0:14
9/3/2015,1:12 PM,Paul Skinner,Potroast,ACCEPTED,10,14.41,C,10,0:11
9/3/2015,11:33 AM,Gavin Poole,Abacus,ACCEPTED,20,14.3,C,20,0:39
9/3/2015,6:30 PM,Vanessa Underwood,The Sugar Bay,ACCEPTED,15,14.3,C,10,0:36
9/3/2015,11:22 AM,Jonathan Morgan,Harvest,ACCEPTED,15,14.3,C,10,0:19
9/3/2015,2:29 PM,Blake May,The Hummingbird,ACCEPTED,15,14.26,D,10,0:27
9/3/2015,11:05 AM,Vanessa Bailey,Maze,ACCEPTED,10,14.22,C,15,0:08
9/3/2015,11:24 AM,Christopher Gibson,The Pink Knight,ACCEPTED,10,14.13,E,15,7:41
9/3/2015,11:28 AM,Jacob Rees,The Pink Knight,ACCEPTED,15,14.13,E,15,4:46
9/3/2015,11:35 AM,Sean Underwood,Amigos,ACCEPTED,5,14.11,C,5,1:01
9/3/2015,11:46 AM,Adrian Wilkins,The Boar,ACCEPTED,10,14.11,C,10,0:37
9/3/2015,11:17 AM,Piers Springer,The Northern Salmon,ACCEPTED,15,14.11,C,15,0:36
9/3/2015,11:51 AM,Evan Clarkson,The Northern Salmon,ACCEPTED,10,14.11,C,15,0:23
9/3/2015,4:52 PM,Anna Skinner,Bandits,ACCEPTED,20,14.09,C,10,1:40
9/3/2015,11:48 AM,Joan Oliver,Lily,ACCEPTED,15,14.07,C,20,0:39
9/3/2015,11:46 AM,Faith Peake,Lily,ACCEPTED,20,14.07,C,15,0:05
9/3/2015,10:45 AM,Carl Ball,The Southern Ship,ACCEPTED,10,13.98,A,10,0:30
9/3/2015,10:31 AM,Maria Dyer,Maze,ACCEPTED,10,13.98,C,15,0:15
9/3/2015,12:51 PM,Lily Greene,Gentle,ACCEPTED,10,13.96,D,10,0:10
9/3/2015,11:37 AM,Joshua MacDonald,Gentle,ACCEPTED,10,13.96,D,10,0:05
9/3/2015,11:02 AM,Matt MacDonald,Maze,ACCEPTED,10,13.88,C,15,0:13
9/3/2015,11:40 AM,Sam Murray,The Glass Leaf,ACCEPTED,15,13.67,C,20,0:19
9/3/2015,11:31 AM,Kylie Hardacre,The Juniper Eats,ACCEPTED,15,13.65,C,30,0:48
9/3/2015,11:11 AM,Neil Skinner,The Northern Salmon,ACCEPTED,15,13.63,C,15,1:47
9/3/2015,10:53 AM,Sam Allan,Harlequin,CANCELLED,NA,13.61,D,10,
9/3/2015,11:22 AM,Phil Ince,The Pink Knight,ACCEPTED,10,13.56,E,15,8:22
9/3/2015,11:23 AM,Alan Fisher,The Pink Knight,ACCEPTED,10,13.56,E,15,7:47
9/3/2015,12:36 PM,Matt Edmunds,Karma,ACCEPTED,10,13.56,C,5,2:20
9/3/2015,11:58 AM,Edward Mitchell,The Vine,ACCEPTED,30,13.56,C,35,2:06
9/3/2015,11:35 AM,Virginia Rees,The Vine,ACCEPTED,35,13.56,C,35,2:01
9/3/2015,11:11 AM,Charles Churchill,The Glass Leaf,ACCEPTED,20,13.56,C,20,1:40
9/3/2015,11:20 AM,Anne Grant,The Vine,ACCEPTED,NA,13.56,C,40,1:18
9/3/2015,11:14 AM,Peter Roberts,The Vine,ACCEPTED,NA,13.56,C,35,1:17
9/3/2015,11:46 AM,Peter Fisher,The Vine,ACCEPTED,30,13.56,C,35,1:01
9/3/2015,11:01 AM,Sam Hudson,The Tropical Heaven,ACCEPTED,20,13.56,C,30,0:55
9/3/2015,11:25 AM,Jonathan Robertson,The Vine,ACCEPTED,35,13.56,C,40,0:46
9/3/2015,11:36 AM,Natalie Jones,Amigos,ACCEPTED,15,13.56,C,10,0:46
9/3/2015,11:33 AM,Adrian Poole,The Tropical Heaven,ACCEPTED,30,13.56,C,30,0:44
9/3/2015,10:33 AM,Ian Wilson,The Vine,ACCEPTED,15,13.56,C,20,0:40
9/3/2015,10:43 AM,Victor Peters,The Tropical Heaven,ACCEPTED,20,13.56,C,30,0:39
9/3/2015,11:51 AM,Alexander Glover,The Vine,ACCEPTED,30,13.56,C,35,0:33
9/3/2015,3:15 PM,Ruth Smith,The Eastern Walk,ACCEPTED,0,13.56,G,2,0:26
9/3/2015,11:40 AM,Kylie Hill,The Vine,ACCEPTED,30,13.56,C,40,0:20
9/3/2015,10:45 AM,Harry Churchill,The Vine,ACCEPTED,25,13.56,C,35,0:19
9/3/2015,11:02 AM,Cameron Young,The Vine,ACCEPTED,30,13.56,C,35,0:19
9/3/2015,11:42 AM,Vanessa Bower,The Lakeside Way,ACCEPTED,10,13.56,G,10,0:17
9/3/2015,7:47 AM,Edward Paterson,Potroast,ACCEPTED,10,13.56,C,15,0:13
9/3/2015,11:28 AM,Richard Piper,The Vine,ACCEPTED,35,13.56,C,35,0:13
9/3/2015,11:04 AM,Ruth Davies,Maze,ACCEPTED,10,13.56,C,15,0:09
9/3/2015,10:34 AM,Lucas Anderson,The Aroma Cuisine,ACCEPTED,5,13.56,E,10,0:08
9/3/2015,11:18 AM,Nathan McDonald,The Aroma Cuisine,ACCEPTED,10,13.56,E,15,0:07
9/3/2015,11:04 AM,Natalie Poole,Gentle,ACCEPTED,5,13.56,D,2,0:06
9/3/2015,11:41 AM,Trevor Duncan,Maze,ACCEPTED,10,13.56,C,15,0:06
9/3/2015,11:04 AM,Jasmine Hodges,The Northern Salmon,ACCEPTED,10,13.55,C,15,2:36
9/3/2015,11:04 AM,Tim Metcalfe,The Northern Salmon,ACCEPTED,10,13.55,C,15,2:20
9/3/2015,11:18 AM,Evan Ogden,The Northern Salmon,ACCEPTED,15,13.55,C,15,2:03
9/3/2015,11:25 AM,Tracey Robertson,The Streetwise Heart,ACCEPTED,15,13.55,C,25,1:21
9/3/2015,12:02 PM,Luke Springer,The Northern Salmon,ACCEPTED,10,13.55,C,15,1:10
9/3/2015,3:50 PM,Neil Mitchell,The Northern Salmon,ACCEPTED,10,13.55,C,15,1:06
9/3/2015,10:55 AM,Sean Hemmings,The Northern Salmon,ACCEPTED,10,13.55,C,15,0:42
9/3/2015,11:07 AM,Heather Davidson,Amigos,ACCEPTED,15,13.55,C,15,0:36
9/3/2015,11:40 AM,Victor Brown,Amigos,ACCEPTED,5,13.55,C,5,0:34
9/3/2015,10:50 AM,Keith Payne,Amigos,ACCEPTED,15,13.55,C,15,0:32
9/3/2015,11:58 AM,Tim Underwood,Abacus,ACCEPTED,10,13.55,C,15,0:26
9/3/2015,12:27 PM,Paul Abraham,Limestone,ACCEPTED,10,13.5,E,15,2:55
9/3/2015,5:28 PM,Alison Short,The Delhi Vaults,ACCEPTED,10,13.5,C,10,1:59
9/3/2015,10:56 AM,Keith May,Harlequin,ACCEPTED,15,13.5,D,10,1:40
9/3/2015,11:09 AM,Andrew Bower,Charm,ACCEPTED,15,13.5,C,30,1:34
9/3/2015,10:53 AM,Nicholas James,Charm,ACCEPTED,20,13.5,C,20,1:06
9/3/2015,10:55 AM,Joshua Peters,Charm,ACCEPTED,20,13.5,C,20,1:02
9/3/2015,11:07 AM,Ian Allan,Lily,ACCEPTED,15,13.5,C,20,0:47
9/3/2015,11:05 AM,Jake Forsyth,The Delhi Vaults,ACCEPTED,15,13.5,C,15,0:46
9/3/2015,11:29 AM,Jessica Cameron,The River Demon,ACCEPTED,15,13.5,C,20,0:39
9/3/2015,10:59 AM,Alexandra Cornish,The Delhi Vaults,ACCEPTED,15,13.5,C,15,0:35
9/3/2015,10:41 AM,Jessica Ogden,Lily,ACCEPTED,15,13.5,C,20,0:29
9/3/2015,4:24 PM,Emma Mackenzie,The Comet Cow,ACCEPTED,10,13.5,C,15,0:29
9/3/2015,10:38 AM,Faith Bower,The Delhi Vaults,ACCEPTED,15,13.5,C,10,0:26
9/3/2015,11:12 AM,Sarah Ellison,Lily,ACCEPTED,15,13.5,C,25,0:26
9/3/2015,11:27 AM,Brandon Edmunds,Lily,ACCEPTED,15,13.5,C,20,0:24
9/3/2015,11:43 AM,Brandon Edmunds,Lily,ACCEPTED,15,13.5,C,20,0:21
9/3/2015,10:42 AM,Yvonne Bell,Lily,ACCEPTED,15,13.5,C,20,0:19
9/3/2015,11:24 AM,Melanie Davidson,Lily,ACCEPTED,15,13.5,C,25,0:14
9/3/2015,10:41 AM,Lillian Short,Lily,ACCEPTED,15,13.5,C,20,0:11
9/3/2015,11:45 AM,Olivia Ellison,Lily,ACCEPTED,15,13.5,C,20,0:11
9/3/2015,10:45 AM,Steven Hamilton,Lily,ACCEPTED,15,13.5,C,20,0:06
9/3/2015,11:18 AM,Sarah Lewis,The River Demon,ACCEPTED,15,13.49,C,15,1:07
9/3/2015,3:33 PM,Anne Abraham,The Abacus Room,ACCEPTED,10,13.45,G,5,1:18
9/3/2015,8:09 AM,Peter Lyman,Blueprint,CANCELLED,NA,13.45,D,5,
9/3/2015,12:15 PM,Lauren Hart,Maze,ACCEPTED,10,13.42,C,15,1:03
9/3/2015,12:22 PM,Ian Taylor,The Juniper Tulip,REJECTED,NA,13.4,E,10,1:41:22
9/3/2015,12:38 PM,Ian Taylor,The Juniper Tulip,REJECTED,NA,13.4,E,10,1:25:31
9/3/2015,11:42 AM,Audrey Knox,The Juniper Tulip,ACCEPTED,5,13.4,E,20,0:56
9/3/2015,10:46 AM,Wendy Peters,The Juniper Tulip,ACCEPTED,10,13.4,E,10,0:26
9/3/2015,10:51 AM,Trevor Brown,The Juniper Tulip,ACCEPTED,10,13.4,E,10,0:26
9/3/2015,11:15 AM,Gavin Hill,The Juniper Tulip,ACCEPTED,15,13.4,E,20,0:23
9/3/2015,2:32 PM,Megan Edmunds,The Sugar Bay,ACCEPTED,20,13.28,C,10,0:52
9/3/2015,10:46 AM,Anna Hunter,The Silk Beehive,ACCEPTED,10,13.28,C,5,0:49
9/3/2015,11:35 AM,Leonard Short,The Hummingbird,ACCEPTED,15,13.09,D,15,0:41
9/3/2015,8:48 AM,Simon Nash,The Empress,REJECTED,NA,13.06,C,10,3:08
9/3/2015,12:09 PM,Anne MacDonald,The Tropical Heaven,ACCEPTED,30,13.06,C,30,1:40
9/3/2015,12:04 PM,Stewart Powell,The Shining Gate,ACCEPTED,15,13.05,C,10,0:12
9/3/2015,11:49 AM,Faith Short,The Sugar Bay,ACCEPTED,10,13,C,10,3:55
9/3/2015,10:46 AM,Alan McGrath,The Tropical Heaven,ACCEPTED,20,13,C,30,2:38
9/3/2015,10:50 AM,Olivia Ball,Enigma,ACCEPTED,10,13,E,15,0:54
9/3/2015,10:43 AM,Trevor Hardacre,Maximus,ACCEPTED,20,13,C,15,0:25
9/3/2015,11:49 AM,Jason Berry,Lily,ACCEPTED,20,13,C,20,0:18
9/3/2015,12:58 PM,Samantha Marshall,Lily,ACCEPTED,15,13,C,20,0:16
9/3/2015,10:44 AM,Phil Forsyth,Lily,ACCEPTED,15,13,C,20,0:04
9/3/2015,12:00 PM,Lillian Rees,Maze,ACCEPTED,10,12.98,C,15,1:05
9/3/2015,11:35 AM,Ava Arnold,The Delhi Vaults,ACCEPTED,15,12.94,C,15,1:47
9/3/2015,11:04 AM,Edward Oliver,The Delhi Vaults,ACCEPTED,15,12.94,C,15,0:58
9/3/2015,11:44 AM,Caroline Sharp,Lily,ACCEPTED,15,12.94,C,15,0:06
9/3/2015,7:30 AM,Simon Sharp,The Empress,ACCEPTED,5,12.69,C,10,0:32
9/3/2015,10:48 AM,Penelope Howard,The Sugar Bay,ACCEPTED,15,12.66,C,10,0:30
9/3/2015,11:11 AM,Kimberly Lyman,The Sugar Bay,ACCEPTED,15,12.54,C,10,1:19
9/3/2015,11:38 AM,Evan King,The Shining Gate,ACCEPTED,10,12.54,C,10,0:06
9/3/2015,10:58 AM,Austin Fraser,The Shining Gate,ACCEPTED,10,12.54,C,10,0:04
9/3/2015,12:31 PM,Jonathan Parsons,Maze,ACCEPTED,10,12.52,C,15,0:51
9/3/2015,11:09 AM,Rebecca Scott,The Tropical Heaven,ACCEPTED,20,12.43,C,30,6:17
9/3/2015,10:58 AM,Irene Knox,The Chili Clove,ACCEPTED,20,12.43,C,10,6:15
9/3/2015,11:29 AM,Elizabeth McDonald,The Tropical Heaven,ACCEPTED,30,12.43,C,30,2:52
9/3/2015,12:25 PM,Michelle McGrath,Amigos,ACCEPTED,10,12.43,C,10,1:16
9/3/2015,11:03 AM,Anna Lewis,The Glass Leaf,ACCEPTED,15,12.43,C,20,1:09
9/3/2015,11:20 AM,Katherine Grant,The Juniper Eats,ACCEPTED,15,12.43,C,30,0:52
9/3/2015,10:43 AM,Stewart Hart,The Tropical Heaven,ACCEPTED,20,12.43,C,30,0:48
9/3/2015,10:57 AM,Jonathan Quinn,The Tropical Heaven,ACCEPTED,20,12.43,C,30,0:48
9/3/2015,10:39 AM,Amy Randall,The Tropical Heaven,ACCEPTED,20,12.43,C,30,0:34
9/3/2015,10:43 AM,Chloe Watson,Maximus,ACCEPTED,15,12.43,C,5,0:32
9/3/2015,12:11 PM,Gavin Chapman,The Comet Street,ACCEPTED,10,12.43,D,15,0:31
9/3/2015,2:14 PM,Victoria Hardacre,The Tropical Heaven,ACCEPTED,20,12.43,C,20,0:23
9/3/2015,11:54 AM,Gavin Clark,Potroast,ACCEPTED,10,12.43,C,10,0:14
9/3/2015,11:04 AM,Sam Davies,The Northern Salmon,ACCEPTED,15,12.42,C,15,2:15
9/3/2015,11:54 AM,Robert Parr,Fire and Ice,ACCEPTED,10,12.42,D,15,0:57
9/3/2015,12:03 PM,Nicola Tucker,Amigos,ACCEPTED,15,12.42,C,15,0:31
9/3/2015,11:30 AM,William Lewis,Amigos,ACCEPTED,5,12.42,C,5,0:30
9/3/2015,12:07 PM,Ruth Arnold,Amigos,ACCEPTED,15,12.42,C,15,0:28
9/3/2015,12:16 PM,Sue MacLeod,The Northern Salmon,ACCEPTED,10,12.42,C,15,0:27
9/3/2015,12:16 PM,Elizabeth Ellison,Amigos,ACCEPTED,15,12.42,C,15,0:27
9/3/2015,11:27 AM,Carl Brown,The Northern Salmon,ACCEPTED,10,12.42,C,15,0:19
9/3/2015,12:58 PM,Victor Wilkins,The Hummingbird,ACCEPTED,15,12.41,D,10,0:59
9/3/2015,11:42 AM,Leah Reid,Bandits,ACCEPTED,15,12.39,C,10,0:09
9/3/2015,10:57 AM,Steven Lawrence,Harlequin,ACCEPTED,10,12.37,D,15,2:10
9/3/2015,10:55 AM,Sam Allan,Harlequin,ACCEPTED,15,12.37,D,10,1:40
9/3/2015,1:08 PM,Jack Terry,The Cool Cat Cow,ACCEPTED,10,12.37,C,10,1:32
9/3/2015,12:11 PM,Heather Abraham,Charm,ACCEPTED,20,12.37,C,15,1:26
9/3/2015,11:09 AM,Alexander Gill,Charm,ACCEPTED,15,12.37,C,30,1:24
9/3/2015,10:54 AM,Natalie White,The River Demon,ACCEPTED,15,12.37,C,15,1:05
9/3/2015,11:00 AM,Amanda Burgess,The Delhi Vaults,ACCEPTED,15,12.37,C,15,0:45
9/3/2015,5:06 PM,Lisa Mackay,The Comet Cow,ACCEPTED,10,12.37,C,10,0:35
9/3/2015,11:39 AM,Leonard Mills,Lily,ACCEPTED,15,12.37,C,15,0:23
9/3/2015,1:13 PM,Leah Nolan,Simmer Down,ACCEPTED,10,12.37,E,15,0:19
9/3/2015,10:43 AM,Samantha Miller,Lily,ACCEPTED,10,12.37,C,15,0:15
9/3/2015,10:44 AM,Stephen Lyman,Lily,ACCEPTED,15,12.37,C,20,0:08
9/3/2015,11:13 AM,Stephanie Bailey,Lily,ACCEPTED,15,12.37,C,20,0:06
9/3/2015,11:10 AM,Evan Peters,The Village Panda,ACCEPTED,5,12.36,C,10,0:40
9/3/2015,11:33 AM,Sophie Murray,The Streetwise Heart,ACCEPTED,15,12.32,C,25,1:07
9/3/2015,12:43 PM,Natalie Peake,The Delhi Vaults,ACCEPTED,15,12.32,C,10,0:48
9/3/2015,10:54 AM,Irene Baker,The Empress,ACCEPTED,5,12.26,C,10,0:23
9/3/2015,11:04 AM,Austin Sanderson,Fiddler,ACCEPTED,10,12.19,C,20,3:06
9/3/2015,8:01 AM,Anna Skinner,The Empress,ACCEPTED,10,12.17,C,15,1:31
9/3/2015,10:59 AM,Frank Wright,The Chili Clove,ACCEPTED,20,12.15,C,10,6:42
9/3/2015,4:43 PM,Leah Vaughan,The Golden Front,ACCEPTED,15,12.11,C,5,0:22
9/3/2015,7:25 AM,Kevin Murray,The Silk Castle,ACCEPTED,5,12.01,E,10,0:35
9/3/2015,11:27 AM,Ruth Clarkson,The Southern Ship,REJECTED,NA,12,A,25,1:45:00
9/3/2015,11:22 AM,Edward Ball,The Southern Ship,ACCEPTED,25,12,A,25,8:25
9/3/2015,11:37 AM,Alexandra Forsyth,The Southern Ship,ACCEPTED,30,12,A,30,7:19
9/3/2015,11:24 AM,Paul Lambert,The Southern Ship,ACCEPTED,25,12,A,25,6:37
9/3/2015,11:15 AM,Ruth Clarkson,The Southern Ship,ACCEPTED,20,12,A,20,4:33
9/3/2015,11:48 AM,John Lewis,The Southern Ship,ACCEPTED,30,12,A,30,4:20
9/3/2015,11:15 AM,Paul Tucker,The Southern Ship,ACCEPTED,20,12,A,20,4:17
9/3/2015,11:17 AM,Luke Ball,The Southern Ship,ACCEPTED,25,12,A,20,4:16
9/3/2015,11:17 AM,Warren Dowd,The Southern Ship,ACCEPTED,25,12,A,20,4:04
9/3/2015,11:03 AM,Angela Welch,The Southern Ship,ACCEPTED,15,12,A,15,3:13
9/3/2015,11:02 AM,Abigail Anderson,The Southern Ship,ACCEPTED,15,12,A,15,2:57
9/3/2015,11:28 AM,David Lawrence,The Southern Ship,ACCEPTED,30,12,A,25,2:38
9/3/2015,12:09 PM,Simon Mitchell,The Southern Ship,ACCEPTED,25,12,A,30,2:32
9/3/2015,11:45 AM,Richard Langdon,The Southern Ship,ACCEPTED,30,12,A,30,2:05
9/3/2015,10:58 AM,Lisa Kelly,The Southern Ship,ACCEPTED,10,12,A,10,2:02
9/3/2015,12:18 PM,Luke Peters,The Southern Ship,ACCEPTED,25,12,A,25,2:01
9/3/2015,11:08 AM,Julia Terry,The Southern Ship,ACCEPTED,15,12,A,15,1:53
9/3/2015,10:58 AM,Austin Brown,The Southern Ship,ACCEPTED,10,12,A,10,1:47
9/3/2015,10:58 AM,Nicola Dickens,The Southern Ship,ACCEPTED,10,12,A,10,1:37
9/3/2015,10:24 AM,Nicholas Carr,The Southern Ship,ACCEPTED,10,12,A,10,1:28
